station_id,start_date,departures,arrivals,latitude,longitude,total_docks,net_change
3026,2025-10-04,50.0,42.0,39.94182,-75.1455,17.0,-8.0
3014,2024-05-11,8.0,6.0,39.95886,-75.17369,25.0,-2.0
3399,2025-04-02,6.0,3.0,39.97502,-75.14006,15.0,-3.0
3279,2023-12-26,3.0,5.0,39.9265,-75.1668,18.0,2.0
3182,2023-03-04,13.0,16.0,,,,3.0
3390,2025-08-07,7.0,4.0,39.96,-75.2244,18.0,-3.0
3161,2025-06-04,51.0,50.0,39.95486,-75.18091,23.0,-1.0
3159,2023-07-27,25.0,22.0,39.95121,-75.19962,23.0,-3.0
3256,2025-09-05,36.0,48.0,39.95269,-75.17779,23.0,12.0
3099,2024-02-02,7.0,5.0,39.93401,-75.15094,19.0,-2.0
3052,2023-07-26,49.0,54.0,39.94732,-75.15695,25.0,5.0
3279,2025-09-21,14.0,19.0,39.9265,-75.1668,18.0,5.0
3334,2024-07-23,25.0,22.0,39.9302,-75.15636,19.0,-3.0
3318,2024-03-24,17.0,13.0,39.95182,-75.16395,20.0,-4.0
3052,2025-06-19,34.0,33.0,39.94732,-75.15695,25.0,-1.0
3069,2025-05-16,17.0,24.0,39.93704,-75.15038,23.0,7.0
3099,2025-01-04,6.0,6.0,39.93401,-75.15094,19.0,0.0
3157,2025-08-13,20.0,18.0,39.92545,-75.15954,18.0,-2.0
3277,2025-03-24,1.0,2.0,39.98306,-75.16738,20.0,1.0
3008,2024-04-30,18.0,16.0,39.98081,-75.15067,17.0,-2.0
3354,2024-08-04,0.0,2.0,39.95628,-75.2387,18.0,2.0
3353,2024-07-17,4.0,3.0,40.00496,-75.15233,22.0,-1.0
3055,2023-03-03,13.0,10.0,39.95112,-75.15457,15.0,-3.0
3409,2025-08-13,3.0,3.0,39.95508,-75.15128,20.0,0.0
3060,2025-01-26,8.0,4.0,39.95923,-75.17036,19.0,-4.0
3005,2026-03-26,19.0,20.0,39.94733,-75.14403,13.0,1.0
3350,2023-10-15,1.0,2.0,39.99415,-75.15527,20.0,1.0
3236,2025-08-23,14.0,13.0,39.96566,-75.17765,18.0,-1.0
3334,2025-07-27,15.0,17.0,39.9302,-75.15636,19.0,2.0
3371,2024-12-25,3.0,6.0,39.9534,-75.1543,19.0,3.0
3033,2025-07-13,23.0,23.0,39.95005,-75.15672,20.0,0.0
3185,2025-05-09,37.0,30.0,39.95169,-75.15888,21.0,-7.0
3310,2025-11-21,2.0,4.0,39.98024,-75.18651,15.0,2.0
3271,2025-04-14,3.0,5.0,39.9476,-75.22946,18.0,2.0
3210,2025-09-11,28.0,30.0,39.98492,-75.15668,18.0,2.0
3150,2025-02-08,9.0,12.0,39.92884,-75.17021,17.0,3.0
3119,2025-03-10,2.0,2.0,39.96674,-75.20799,17.0,0.0
3250,2023-04-23,5.0,9.0,39.95673,-75.14575,17.0,4.0
3300,2024-07-31,18.0,14.0,39.95511,-75.16287,13.0,-4.0
3006,2024-08-31,14.0,19.0,39.9522,-75.20311,17.0,5.0
3164,2025-08-06,35.0,33.0,39.92814,-75.16515,18.0,-2.0
3073,2025-02-25,10.0,6.0,39.96143,-75.15242,15.0,-4.0
3345,2025-11-24,17.0,17.0,39.9617,-75.14667,19.0,0.0
3075,2024-05-13,25.0,26.0,39.96718,-75.16125,12.0,1.0
3247,2024-12-21,2.0,0.0,39.96538,-75.21514,16.0,-2.0
3316,2026-01-17,0.0,2.0,39.92255,-75.17337,19.0,2.0
3268,2025-11-29,2.0,2.0,39.97633,-75.15101,22.0,0.0
3184,2024-07-05,7.0,6.0,39.94573,-75.19551,22.0,-1.0
3387,2024-08-03,10.0,7.0,39.97012,-75.14666,19.0,-3.0
3158,2025-07-19,16.0,16.0,39.92552,-75.16904,15.0,0.0
3287,2025-10-26,2.0,5.0,39.94367,-75.21606,16.0,3.0
3235,2023-10-20,24.0,19.0,39.96,-75.1651,15.0,-5.0
3154,2024-02-03,18.0,14.0,39.95924,-75.15821,16.0,-4.0
3037,2024-12-23,7.0,6.0,39.95424,-75.16138,21.0,-1.0
3268,2023-12-03,1.0,1.0,39.97633,-75.15101,22.0,0.0
3381,2025-09-28,9.0,7.0,39.94845,-75.21807,13.0,-2.0
3156,2023-12-12,18.0,24.0,39.95381,-75.17407,22.0,6.0
3211,2024-10-11,8.0,8.0,39.97172,-75.1706,22.0,0.0
3315,2024-11-22,0.0,1.0,39.94235,-75.21138,13.0,1.0
3324,2025-08-19,7.0,8.0,39.99484,-75.19242,23.0,1.0
3368,2026-03-11,2.0,3.0,39.97647,-75.17362,17.0,1.0
3051,2023-03-12,9.0,6.0,39.96744,-75.17507,37.0,-3.0
3253,2025-02-03,2.0,3.0,39.93074,-75.18924,21.0,1.0
3244,2024-01-24,19.0,23.0,,,,4.0
3301,2025-12-26,7.0,9.0,39.95029,-75.17126,15.0,2.0
3028,2023-08-02,63.0,56.0,39.94061,-75.14958,15.0,-7.0
3120,2023-10-01,17.0,18.0,39.97522,-75.18669,19.0,1.0
3047,2024-03-24,18.0,16.0,39.95073,-75.14947,20.0,-2.0
3237,2024-06-22,10.0,5.0,39.91717,-75.17096,21.0,-5.0
3369,2025-07-28,2.0,1.0,40.00772,-75.19194,16.0,-1.0
3067,2024-07-03,5.0,5.0,39.96411,-75.19973,17.0,0.0
3430,2025-07-17,9.0,7.0,39.97408,-75.1801,14.0,-2.0
3347,2025-06-14,6.0,16.0,,,,10.0
3359,2025-02-10,33.0,27.0,39.94888,-75.16978,29.0,-6.0
3120,2024-06-18,27.0,20.0,39.97522,-75.18669,19.0,-7.0
3285,2025-11-19,11.0,6.0,39.95946,-75.14745,19.0,-5.0
3060,2025-01-18,2.0,3.0,39.95923,-75.17036,19.0,1.0
3282,2025-09-09,2.0,0.0,39.98628,-75.14925,15.0,-2.0
3025,2023-10-30,20.0,19.0,39.93724,-75.1612,15.0,-1.0
3342,2024-07-03,19.0,15.0,39.9639,-75.17385,20.0,-4.0
3309,2024-03-14,2.0,2.0,,,,0.0
3064,2026-02-08,10.0,7.0,39.9384,-75.17327,22.0,-3.0
3093,2025-08-05,6.0,6.0,39.98837,-75.18701,16.0,0.0
3119,2024-09-10,6.0,8.0,39.96674,-75.20799,17.0,2.0
3212,2025-11-18,3.0,1.0,39.96383,-75.18177,32.0,-2.0
3254,2023-03-09,4.0,4.0,39.98091,-75.16065,18.0,0.0
3045,2023-05-02,10.0,10.0,,,,0.0
3169,2024-08-25,15.0,19.0,39.95382,-75.14263,17.0,4.0
3207,2025-01-22,7.0,9.0,39.95441,-75.192,20.0,2.0
3020,2025-09-22,64.0,59.0,39.94855,-75.19007,36.0,-5.0
3256,2024-04-10,39.0,35.0,39.95269,-75.17779,23.0,-4.0
3068,2023-09-18,18.0,26.0,39.93549,-75.16711,18.0,8.0
3265,2024-06-30,5.0,5.0,39.95957,-75.19633,13.0,0.0
3306,2023-04-14,1.0,0.0,39.99683,-75.17761,11.0,-1.0
3032,2024-12-25,8.0,8.0,39.94527,-75.17971,20.0,0.0
3077,2024-12-22,2.0,3.0,39.97207,-75.16351,19.0,1.0
3365,2024-07-22,20.0,16.0,39.96173,-75.18788,17.0,-4.0
3021,2024-08-29,31.0,26.0,39.9539,-75.16902,34.0,-5.0
3350,2025-04-05,1.0,2.0,39.99415,-75.15527,20.0,1.0
3297,2024-12-09,6.0,7.0,39.95821,-75.16901,19.0,1.0
3297,2023-09-03,16.0,18.0,39.95821,-75.16901,19.0,2.0
3161,2025-11-24,34.0,38.0,39.95486,-75.18091,23.0,4.0
3155,2023-05-04,23.0,30.0,39.94018,-75.15442,18.0,7.0
3240,2023-11-14,2.0,2.0,39.96277,-75.21185,12.0,0.0
3246,2023-12-20,10.0,8.0,39.94782,-75.22301,17.0,-2.0
3033,2023-01-08,11.0,8.0,39.95005,-75.15672,20.0,-3.0
3057,2025-12-07,15.0,11.0,39.96439,-75.17987,26.0,-4.0
3181,2023-06-21,0.0,3.0,39.89629,-75.17514,20.0,3.0
3100,2026-03-03,15.0,17.0,39.92777,-75.15103,38.0,2.0
3038,2024-08-14,37.0,50.0,39.94781,-75.19409,28.0,13.0
3261,2025-08-24,15.0,15.0,39.96304,-75.14099,17.0,0.0
3157,2023-01-23,8.0,5.0,39.92545,-75.15954,18.0,-3.0
3033,2024-03-27,11.0,12.0,39.95005,-75.15672,20.0,1.0
3349,2024-12-25,2.0,1.0,39.93651,-75.18621,17.0,-1.0
3032,2023-06-18,40.0,30.0,39.94527,-75.17971,20.0,-10.0
3059,2024-10-26,34.0,34.0,39.96244,-75.16121,21.0,0.0
3043,2023-11-08,16.0,18.0,,,,2.0
3073,2025-09-07,18.0,17.0,39.96143,-75.15242,15.0,-1.0
3275,2025-05-01,8.0,14.0,39.97576,-75.12157,22.0,6.0
3295,2024-09-02,31.0,37.0,39.95028,-75.16027,21.0,6.0
3235,2024-11-17,8.0,9.0,39.96,-75.1651,15.0,1.0
3281,2023-10-20,8.0,6.0,39.9323,-75.2162,15.0,-2.0
3254,2023-12-04,4.0,5.0,39.98091,-75.16065,18.0,1.0
3032,2025-04-03,51.0,51.0,39.94527,-75.17971,20.0,0.0
3005,2025-09-02,35.0,30.0,39.94733,-75.14403,13.0,-5.0
3115,2025-11-07,9.0,8.0,39.97263,-75.16757,18.0,-1.0
3313,2025-05-13,4.0,1.0,39.9158,-75.1643,9.0,-3.0
3254,2023-07-12,7.0,6.0,39.98091,-75.16065,18.0,-1.0
3099,2024-09-14,20.0,15.0,39.93401,-75.15094,19.0,-5.0
3326,2025-05-26,5.0,7.0,39.99198,-75.19944,17.0,2.0
3114,2025-05-08,17.0,21.0,39.93775,-75.18012,17.0,4.0
3268,2025-05-04,0.0,4.0,39.97633,-75.15101,22.0,4.0
3400,2025-03-19,17.0,16.0,39.949,-75.16081,18.0,-1.0
3060,2025-01-12,1.0,0.0,39.95923,-75.17036,19.0,-1.0
3032,2025-01-17,27.0,31.0,39.94527,-75.17971,20.0,4.0
3388,2024-09-03,3.0,1.0,39.96634,-75.15097,19.0,-2.0
3237,2025-04-14,9.0,5.0,39.91717,-75.17096,21.0,-4.0
3043,2023-09-16,26.0,32.0,,,,6.0
3248,2025-07-22,24.0,25.0,39.94213,-75.18335,22.0,1.0
3067,2023-12-20,5.0,6.0,39.96411,-75.19973,17.0,1.0
3197,2025-11-06,8.0,12.0,39.92083,-75.17033,23.0,4.0
3047,2025-07-30,19.0,15.0,39.95073,-75.14947,20.0,-4.0
3374,2024-10-25,23.0,15.0,39.9728,-75.17971,18.0,-8.0
3017,2025-09-22,11.0,13.0,39.98003,-75.14371,15.0,2.0
3022,2024-03-12,29.0,38.0,39.95472,-75.18323,21.0,9.0
3250,2025-07-09,7.0,7.0,39.95673,-75.14575,17.0,0.0
3070,2023-09-02,10.0,9.0,,,,-1.0
3398,2026-02-15,3.0,4.0,39.91551,-75.15474,15.0,1.0
3158,2025-02-22,7.0,4.0,39.92552,-75.16904,15.0,-3.0
3065,2025-10-25,0.0,3.0,39.9707,-75.15171,15.0,3.0
3164,2025-07-04,24.0,22.0,39.92814,-75.16515,18.0,-2.0
3389,2025-02-26,11.0,13.0,39.94431,-75.18128,16.0,2.0
3047,2026-03-12,5.0,4.0,39.95073,-75.14947,20.0,-1.0
3241,2025-03-22,6.0,1.0,39.95225,-75.22637,20.0,-5.0
3032,2025-01-09,19.0,20.0,39.94527,-75.17971,20.0,1.0
3286,2024-10-28,5.0,8.0,39.96409,-75.14769,22.0,3.0
3409,2025-04-29,4.0,6.0,39.95508,-75.15128,20.0,2.0
3043,2023-01-17,16.0,19.0,,,,3.0
3234,2023-01-19,2.0,5.0,,,,3.0
3046,2024-12-16,9.0,8.0,,,,-1.0
3351,2025-02-13,1.0,0.0,39.99655,-75.14991,18.0,-1.0
3107,2025-09-03,7.0,9.0,39.98203,-75.18866,18.0,2.0
3183,2023-04-22,3.0,4.0,39.88994,-75.17679,20.0,1.0
3210,2025-05-24,9.0,9.0,39.98492,-75.15668,18.0,0.0
3056,2024-03-17,10.0,9.0,39.97669,-75.15813,22.0,-1.0
3115,2024-05-22,12.0,5.0,39.97263,-75.16757,18.0,-7.0
3263,2023-11-06,3.0,4.0,39.9586,-75.2081,18.0,1.0
3046,2023-03-11,19.0,16.0,,,,-3.0
3398,2025-05-09,1.0,3.0,39.91551,-75.15474,15.0,2.0
3333,2026-03-20,15.0,15.0,39.9541,-75.16965,25.0,0.0
3257,2024-10-16,17.0,12.0,,,,-5.0
3258,2024-11-07,6.0,6.0,39.95828,-75.22424,20.0,0.0
3077,2025-02-05,6.0,4.0,39.97207,-75.16351,19.0,-2.0
3353,2025-05-31,1.0,1.0,40.00496,-75.15233,22.0,0.0
3169,2023-09-17,11.0,13.0,39.95382,-75.14263,17.0,2.0
3158,2025-12-14,2.0,1.0,39.92552,-75.16904,15.0,-1.0
3297,2024-04-14,12.0,13.0,39.95821,-75.16901,19.0,1.0
3258,2024-05-06,7.0,7.0,39.95828,-75.22424,20.0,0.0
3211,2024-11-09,10.0,7.0,39.97172,-75.1706,22.0,-3.0
3265,2023-08-30,23.0,16.0,39.95957,-75.19633,13.0,-7.0
3077,2023-10-29,3.0,3.0,39.97207,-75.16351,19.0,0.0
3201,2025-12-25,4.0,5.0,39.95523,-75.1662,20.0,1.0
3325,2023-11-28,0.0,1.0,39.9768,-75.12764,22.0,1.0
3273,2023-02-07,0.0,1.0,,,,1.0
3026,2024-11-16,14.0,9.0,39.94182,-75.1455,17.0,-5.0
3329,2023-09-10,1.0,1.0,40.02651,-75.22445,15.0,0.0
3022,2026-03-28,22.0,23.0,39.95472,-75.18323,21.0,1.0
3061,2023-01-23,16.0,16.0,,,,0.0
3073,2024-01-18,3.0,6.0,39.96143,-75.15242,15.0,3.0
3120,2023-09-16,24.0,24.0,39.97522,-75.18669,19.0,0.0
3272,2025-04-25,3.0,3.0,39.96405,-75.22048,13.0,0.0
3321,2024-08-11,12.0,10.0,39.95485,-75.17298,21.0,-2.0
3275,2026-02-20,1.0,2.0,39.97576,-75.12157,22.0,1.0
3055,2024-10-31,23.0,18.0,39.95112,-75.15457,15.0,-5.0
3351,2025-05-06,0.0,3.0,39.99655,-75.14991,18.0,3.0
3104,2024-04-03,7.0,2.0,39.96664,-75.19209,13.0,-5.0
3181,2024-07-24,3.0,2.0,39.89629,-75.17514,20.0,-1.0
3285,2023-11-19,3.0,2.0,39.95946,-75.14745,19.0,-1.0
3107,2024-08-07,4.0,2.0,39.98203,-75.18866,18.0,-2.0
3005,2023-06-13,17.0,16.0,39.94733,-75.14403,13.0,-1.0
3169,2023-03-23,10.0,7.0,39.95382,-75.14263,17.0,-3.0
3236,2024-08-28,16.0,17.0,39.96566,-75.17765,18.0,1.0
3040,2023-11-11,16.0,11.0,39.96289,-75.16606,21.0,-5.0
3187,2024-11-26,7.0,4.0,39.95725,-75.17232,19.0,-3.0
3104,2025-05-11,7.0,8.0,39.96664,-75.19209,13.0,1.0
3187,2024-09-21,16.0,13.0,39.95725,-75.17232,19.0,-3.0
3264,2024-03-11,19.0,13.0,39.94571,-75.15508,23.0,-6.0
3233,2024-12-30,0.0,1.0,,,,1.0
3394,2026-02-23,1.0,1.0,39.924,-75.16959,14.0,0.0
3062,2024-10-21,17.0,17.0,,,,0.0
3017,2023-08-25,14.0,12.0,39.98003,-75.14371,15.0,-2.0
3156,2023-05-22,25.0,18.0,39.95381,-75.17407,22.0,-7.0
3267,2025-08-19,13.0,12.0,39.918,-75.1796,12.0,-1.0
3378,2024-09-14,15.0,21.0,39.95238,-75.14728,18.0,6.0
3237,2023-06-20,9.0,7.0,39.91717,-75.17096,21.0,-2.0
3046,2023-12-02,33.0,32.0,,,,-1.0
3019,2025-05-02,6.0,5.0,39.95403,-75.14983,15.0,-1.0
3069,2026-03-09,32.0,25.0,39.93704,-75.15038,23.0,-7.0
3160,2024-09-09,26.0,25.0,39.95662,-75.19862,41.0,-1.0
3378,2024-12-28,3.0,2.0,39.95238,-75.14728,18.0,-1.0
3410,2025-06-11,6.0,10.0,39.94201,-75.21838,11.0,4.0
3019,2024-08-30,4.0,5.0,39.95403,-75.14983,15.0,1.0
3353,2025-09-01,3.0,3.0,40.00496,-75.15233,22.0,0.0
3068,2025-02-08,5.0,9.0,39.93549,-75.16711,18.0,4.0
3026,2023-02-26,15.0,12.0,39.94182,-75.1455,17.0,-3.0
3102,2023-03-31,31.0,30.0,39.96759,-75.17952,26.0,-1.0
3203,2026-03-28,15.0,11.0,39.94077,-75.17227,20.0,-4.0
3337,2024-02-12,6.0,4.0,39.97318,-75.14612,15.0,-2.0
3039,2023-03-11,5.0,7.0,39.97157,-75.15993,17.0,2.0
3093,2025-11-04,1.0,0.0,39.98837,-75.18701,16.0,-1.0
3362,2025-10-04,44.0,46.0,39.94816,-75.16226,19.0,2.0
3389,2025-08-25,12.0,13.0,39.94431,-75.18128,16.0,1.0
3010,2023-07-01,45.0,63.0,39.94711,-75.16618,22.0,18.0
3029,2025-08-15,40.0,40.0,39.9538,-75.19479,17.0,0.0
3254,2025-07-28,5.0,10.0,39.98091,-75.16065,18.0,5.0
3116,2026-01-03,4.0,4.0,39.96006,-75.17198,21.0,0.0
3287,2024-09-23,7.0,7.0,39.94367,-75.21606,16.0,0.0
3397,2026-03-24,25.0,21.0,39.93906,-75.17824,15.0,-4.0
3116,2024-09-13,20.0,14.0,39.96006,-75.17198,21.0,-6.0
3037,2024-04-06,13.0,17.0,39.95424,-75.16138,21.0,4.0
3074,2025-04-28,22.0,16.0,39.95511,-75.20987,15.0,-6.0
3086,2024-07-26,11.0,9.0,39.94019,-75.16691,21.0,-2.0
3249,2023-01-12,6.0,4.0,39.95784,-75.19079,22.0,-2.0
3278,2023-06-07,1.0,1.0,39.99301,-75.1681,11.0,0.0
3256,2026-03-26,52.0,39.0,39.95269,-75.17779,23.0,-13.0
3251,2024-03-02,1.0,0.0,39.93366,-75.19319,16.0,-1.0
3314,2025-08-17,8.0,8.0,39.93682,-75.14492,17.0,0.0
3272,2025-01-09,3.0,2.0,39.96405,-75.22048,13.0,-1.0
3029,2024-08-28,36.0,42.0,39.9538,-75.19479,17.0,6.0
3244,2025-01-24,22.0,22.0,,,,0.0
3037,2025-09-13,25.0,22.0,39.95424,-75.16138,21.0,-3.0
3158,2025-10-09,25.0,19.0,39.92552,-75.16904,15.0,-6.0
3054,2025-08-21,42.0,39.0,39.9625,-75.1742,35.0,-3.0
3104,2024-04-06,6.0,8.0,39.96664,-75.19209,13.0,2.0
3034,2025-03-19,38.0,34.0,39.93315,-75.16248,16.0,-4.0
3155,2024-01-11,14.0,11.0,39.94018,-75.15442,18.0,-3.0
3097,2025-03-15,7.0,11.0,39.97888,-75.13339,18.0,4.0
3056,2024-08-31,12.0,14.0,39.97669,-75.15813,22.0,2.0
3337,2025-11-27,2.0,4.0,39.97318,-75.14612,15.0,2.0
3066,2024-09-12,52.0,50.0,39.94561,-75.17348,29.0,-2.0
3381,2025-04-09,4.0,3.0,39.94845,-75.21807,13.0,-1.0
3387,2024-11-17,8.0,8.0,39.97012,-75.14666,19.0,0.0
3321,2024-06-26,13.0,18.0,39.95485,-75.17298,21.0,5.0
3212,2025-09-04,16.0,10.0,39.96383,-75.18177,32.0,-6.0
3152,2024-07-06,3.0,6.0,39.94993,-75.20286,17.0,3.0
3061,2025-02-07,18.0,20.0,,,,2.0
3072,2023-12-14,12.0,10.0,39.93445,-75.14541,25.0,-2.0
3008,2023-02-19,0.0,2.0,39.98081,-75.15067,17.0,2.0
3031,2024-02-22,8.0,11.0,39.98005,-75.15522,21.0,3.0
3016,2023-12-22,2.0,2.0,39.96892,-75.1547,15.0,0.0
3212,2024-01-20,1.0,2.0,39.96383,-75.18177,32.0,1.0
3054,2025-12-10,18.0,14.0,39.9625,-75.1742,35.0,-4.0
3360,2025-10-23,29.0,29.0,39.93304,-75.16822,22.0,0.0
3190,2023-09-30,47.0,35.0,,,,-12.0
3038,2025-11-29,8.0,5.0,39.94781,-75.19409,28.0,-3.0
3279,2024-02-09,5.0,4.0,39.9265,-75.1668,18.0,-1.0
3354,2024-08-19,3.0,2.0,39.95628,-75.2387,18.0,-1.0
3169,2023-09-29,10.0,10.0,39.95382,-75.14263,17.0,0.0
3265,2023-04-25,11.0,12.0,39.95957,-75.19633,13.0,1.0
3211,2025-07-25,4.0,1.0,39.97172,-75.1706,22.0,-3.0
3315,2024-12-30,1.0,1.0,39.94235,-75.21138,13.0,0.0
3165,2023-06-08,13.0,15.0,39.95819,-75.1782,22.0,2.0
3363,2024-02-22,12.0,11.0,39.94655,-75.16263,17.0,-1.0
3049,2024-04-18,5.0,4.0,39.94509,-75.1425,29.0,-1.0
3017,2024-12-22,2.0,1.0,39.98003,-75.14371,15.0,-1.0
3168,2025-11-30,9.0,9.0,,,,0.0
3243,2025-09-18,1.0,1.0,39.9835,-75.14743,12.0,0.0
3005,2023-05-09,13.0,11.0,39.94733,-75.14403,13.0,-2.0
3280,2025-09-18,1.0,3.0,39.93968,-75.21362,18.0,2.0
3308,2023-11-10,8.0,6.0,,,,-2.0
3395,2025-05-06,12.0,12.0,39.93866,-75.16351,13.0,0.0
3047,2025-03-12,17.0,16.0,39.95073,-75.14947,20.0,-1.0
3168,2025-11-10,29.0,27.0,,,,-2.0
3110,2024-12-08,5.0,8.0,39.96175,-75.13641,19.0,3.0
3236,2024-12-25,4.0,2.0,39.96566,-75.17765,18.0,-2.0
3357,2024-03-25,1.0,0.0,39.9104,-75.16588,27.0,-1.0
3088,2026-02-21,7.0,4.0,39.96984,-75.1418,35.0,-3.0
3335,2024-08-04,7.0,9.0,40.02237,-75.218,18.0,2.0
3342,2024-12-24,5.0,3.0,39.9639,-75.17385,20.0,-2.0
3020,2025-01-13,24.0,27.0,39.94855,-75.19007,36.0,3.0
3152,2025-05-21,3.0,4.0,39.94993,-75.20286,17.0,1.0
3310,2023-11-29,0.0,1.0,39.98024,-75.18651,15.0,1.0
3161,2023-09-08,37.0,43.0,39.95486,-75.18091,23.0,6.0
3088,2023-05-11,16.0,25.0,39.96984,-75.1418,35.0,9.0
3086,2023-10-03,17.0,18.0,39.94019,-75.16691,21.0,1.0
3258,2024-06-14,7.0,7.0,39.95828,-75.22424,20.0,0.0
3188,2023-11-29,2.0,1.0,39.90471,-75.1734,56.0,-1.0
3030,2023-02-20,12.0,12.0,,,,0.0
3344,2025-05-23,5.0,5.0,39.95961,-75.23354,23.0,0.0
3369,2025-02-21,0.0,1.0,40.00772,-75.19194,16.0,1.0
3207,2026-03-21,27.0,19.0,39.95441,-75.192,20.0,-8.0
3068,2024-11-20,9.0,14.0,39.93549,-75.16711,18.0,5.0
3088,2025-12-17,0.0,1.0,39.96984,-75.1418,35.0,1.0
3287,2023-03-13,1.0,0.0,39.94367,-75.21606,16.0,-1.0
3353,2024-08-29,4.0,6.0,40.00496,-75.15233,22.0,2.0
3271,2024-07-02,4.0,5.0,39.9476,-75.22946,18.0,1.0
3021,2025-04-10,18.0,27.0,39.9539,-75.16902,34.0,9.0
3181,2023-01-17,1.0,1.0,39.89629,-75.17514,20.0,0.0
3405,2025-10-14,13.0,12.0,39.94167,-75.16502,16.0,-1.0
3033,2025-10-25,11.0,8.0,39.95005,-75.15672,20.0,-3.0
3026,2024-09-17,36.0,39.0,39.94182,-75.1455,17.0,3.0
3208,2026-02-26,29.0,30.0,39.95048,-75.19324,28.0,1.0
3015,2025-11-19,5.0,6.0,39.94735,-75.14886,11.0,1.0
3273,2023-11-01,1.0,1.0,,,,0.0
3275,2023-06-08,3.0,9.0,39.97576,-75.12157,22.0,6.0
3394,2025-10-22,9.0,10.0,39.924,-75.16959,14.0,1.0
3253,2025-07-13,5.0,6.0,39.93074,-75.18924,21.0,1.0
3331,2023-09-13,3.0,4.0,39.97116,-75.12813,20.0,1.0
3256,2023-11-20,30.0,33.0,39.95269,-75.17779,23.0,3.0
3210,2024-03-26,14.0,10.0,39.98492,-75.15668,18.0,-4.0
3247,2023-11-17,1.0,0.0,39.96538,-75.21514,16.0,-1.0
3099,2025-03-21,6.0,4.0,39.93401,-75.15094,19.0,-2.0
3066,2024-10-19,33.0,24.0,39.94561,-75.17348,29.0,-9.0
3252,2024-08-24,7.0,7.0,39.93882,-75.19324,14.0,0.0
3184,2025-11-14,9.0,8.0,39.94573,-75.19551,22.0,-1.0
3162,2025-02-02,3.0,2.0,39.94595,-75.18475,34.0,-1.0
3440,2025-11-12,1.0,2.0,39.98306,-75.10836,13.0,1.0
3070,2023-08-30,11.0,10.0,,,,-1.0
3240,2023-09-30,1.0,0.0,39.96277,-75.21185,12.0,-1.0
3329,2024-08-29,2.0,2.0,40.02651,-75.22445,15.0,0.0
3101,2025-03-03,23.0,21.0,39.94295,-75.15955,18.0,-2.0
3396,2024-12-12,5.0,8.0,39.92327,-75.1821,16.0,3.0
3039,2023-03-16,7.0,4.0,39.97157,-75.15993,17.0,-3.0
3360,2024-03-28,8.0,9.0,39.93304,-75.16822,22.0,1.0
3062,2025-12-19,9.0,5.0,,,,-4.0
3183,2026-01-10,1.0,0.0,39.88994,-75.17679,20.0,-1.0
3303,2025-07-09,5.0,11.0,39.9559,-75.2053,20.0,6.0
3064,2024-08-25,28.0,25.0,39.9384,-75.17327,22.0,-3.0
3313,2024-02-03,2.0,1.0,39.9158,-75.1643,9.0,-1.0
3116,2025-07-25,32.0,29.0,39.96006,-75.17198,21.0,-3.0
3324,2024-07-30,10.0,12.0,39.99484,-75.19242,23.0,2.0
