station_id,start_date,time_period,departures,arrivals,net_change,latitude,longitude,total_docks
3247,2026-01-12,7pm-7am,0.0,1.0,1.0,39.96538,-75.21514,16.0
3197,2023-06-15,7am-7pm,9.0,7.0,-2.0,39.92083,-75.17033,23.0
3301,2025-09-21,7pm-7am,10.0,6.0,-4.0,39.95029,-75.17126,15.0
3078,2023-02-04,7pm-7am,2.0,4.0,2.0,39.95355,-75.17192,18.0
3016,2025-12-10,7am-7pm,1.0,2.0,1.0,39.96892,-75.1547,15.0
3282,2025-09-22,7am-7pm,4.0,2.0,-2.0,39.98628,-75.14925,15.0
3120,2023-03-14,7pm-7am,1.0,4.0,3.0,39.97522,-75.18669,19.0
3104,2024-06-13,7pm-7am,5.0,3.0,-2.0,39.96664,-75.19209,13.0
3272,2024-08-24,7am-7pm,2.0,5.0,3.0,39.96405,-75.22048,13.0
3088,2025-08-12,7am-7pm,8.0,7.0,-1.0,39.96984,-75.1418,35.0
3248,2024-10-26,7am-7pm,15.0,15.0,0.0,39.94213,-75.18335,22.0
3251,2025-12-06,7am-7pm,2.0,0.0,-2.0,39.93366,-75.19319,16.0
3211,2025-04-09,7am-7pm,3.0,5.0,2.0,39.97172,-75.1706,22.0
3353,2023-10-19,7am-7pm,4.0,1.0,-3.0,40.00496,-75.15233,22.0
3208,2024-02-08,7pm-7am,7.0,11.0,4.0,39.95048,-75.19324,28.0
3387,2025-05-31,7am-7pm,4.0,2.0,-2.0,39.97012,-75.14666,19.0
3256,2023-10-26,7pm-7am,12.0,5.0,-7.0,39.95269,-75.17779,23.0
3235,2023-01-13,7am-7pm,4.0,4.0,0.0,39.96,-75.1651,15.0
3362,2024-04-09,7am-7pm,23.0,21.0,-2.0,39.94816,-75.16226,19.0
3162,2025-09-29,7pm-7am,6.0,11.0,5.0,39.94595,-75.18475,34.0
3185,2024-01-03,7pm-7am,10.0,6.0,-4.0,39.95169,-75.15888,21.0
3102,2025-07-23,7pm-7am,6.0,9.0,3.0,39.96759,-75.17952,26.0
3150,2025-02-21,7am-7pm,4.0,5.0,1.0,39.92884,-75.17021,17.0
3009,2024-08-26,7am-7pm,21.0,27.0,6.0,39.95576,-75.18982,14.0
3326,2024-07-05,7am-7pm,3.0,3.0,0.0,39.99198,-75.19944,17.0
3059,2024-06-03,7pm-7am,18.0,10.0,-8.0,39.96244,-75.16121,21.0
3115,2026-02-01,7am-7pm,2.0,3.0,1.0,39.97263,-75.16757,18.0
3253,2025-10-05,7am-7pm,3.0,2.0,-1.0,39.93074,-75.18924,21.0
3327,2024-09-28,7pm-7am,1.0,1.0,0.0,39.97759,-75.12442,17.0
3078,2025-05-12,7pm-7am,7.0,7.0,0.0,39.95355,-75.17192,18.0
3396,2026-02-13,7am-7pm,1.0,3.0,2.0,39.92327,-75.1821,16.0
3264,2024-08-22,7am-7pm,31.0,25.0,-6.0,39.94571,-75.15508,23.0
3053,2024-09-10,7pm-7am,8.0,11.0,3.0,39.93231,-75.18154,19.0
3344,2026-03-29,7pm-7am,1.0,1.0,0.0,39.95961,-75.23354,23.0
3075,2025-06-08,7pm-7am,8.0,7.0,-1.0,39.96718,-75.16125,12.0
3057,2025-03-14,7pm-7am,12.0,3.0,-9.0,39.96439,-75.17987,26.0
3209,2023-06-16,7am-7pm,7.0,10.0,3.0,39.949,-75.21278,14.0
3101,2025-10-16,7am-7pm,31.0,35.0,4.0,39.94295,-75.15955,18.0
3125,2023-01-12,7am-7pm,11.0,5.0,-6.0,39.94391,-75.16735,16.0
3060,2025-08-23,7am-7pm,13.0,14.0,1.0,39.95923,-75.17036,19.0
3360,2024-04-26,7pm-7am,4.0,1.0,-3.0,39.93304,-75.16822,22.0
3031,2025-10-21,7pm-7am,7.0,4.0,-3.0,39.98005,-75.15522,21.0
3030,2025-08-22,7am-7pm,41.0,35.0,-6.0,,,
3111,2024-07-02,7am-7pm,3.0,2.0,-1.0,39.97779,-75.21323,14.0
3056,2023-06-04,7am-7pm,7.0,6.0,-1.0,39.97669,-75.15813,22.0
3336,2023-09-19,7pm-7am,1.0,1.0,0.0,39.95719,-75.19388,20.0
3249,2023-02-26,7pm-7am,4.0,0.0,-4.0,39.95784,-75.19079,22.0
3182,2025-06-26,7am-7pm,12.0,6.0,-6.0,,,
3022,2025-09-03,7am-7pm,52.0,38.0,-14.0,39.95472,-75.18323,21.0
3303,2024-11-05,7am-7pm,17.0,14.0,-3.0,39.9559,-75.2053,20.0
3183,2023-09-26,7am-7pm,1.0,1.0,0.0,39.88994,-75.17679,20.0
3197,2024-03-06,7pm-7am,2.0,3.0,1.0,39.92083,-75.17033,23.0
3394,2025-04-15,7am-7pm,6.0,3.0,-3.0,39.924,-75.16959,14.0
3065,2025-09-08,7am-7pm,4.0,5.0,1.0,39.9707,-75.15171,15.0
3244,2024-05-02,7pm-7am,10.0,5.0,-5.0,,,
3160,2024-07-08,7am-7pm,22.0,18.0,-4.0,39.95662,-75.19862,41.0
3334,2024-08-21,7pm-7am,6.0,13.0,7.0,39.9302,-75.15636,19.0
3258,2024-10-04,7pm-7am,3.0,1.0,-2.0,39.95828,-75.22424,20.0
3335,2024-06-07,7pm-7am,4.0,0.0,-4.0,40.02237,-75.218,18.0
3032,2025-06-11,7am-7pm,60.0,60.0,0.0,39.94527,-75.17971,20.0
3049,2023-02-12,7pm-7am,1.0,0.0,-1.0,39.94509,-75.1425,29.0
3184,2025-04-15,7am-7pm,6.0,5.0,-1.0,39.94573,-75.19551,22.0
3163,2023-11-05,7am-7pm,23.0,21.0,-2.0,39.94974,-75.18097,22.0
3200,2025-04-29,7am-7pm,4.0,5.0,1.0,39.97583,-75.16846,17.0
3024,2023-08-18,7pm-7am,4.0,7.0,3.0,39.94822,-75.20908,19.0
3275,2026-01-10,7am-7pm,1.0,2.0,1.0,39.97576,-75.12157,22.0
3317,2024-06-24,7am-7pm,3.0,3.0,0.0,,,
3397,2025-07-02,7pm-7am,9.0,9.0,0.0,39.93906,-75.17824,15.0
3344,2025-12-27,7am-7pm,3.0,7.0,4.0,39.95961,-75.23354,23.0
3182,2024-06-21,7pm-7am,4.0,6.0,2.0,,,
3251,2025-06-13,7pm-7am,2.0,0.0,-2.0,39.93366,-75.19319,16.0
3119,2024-01-03,7am-7pm,2.0,0.0,-2.0,39.96674,-75.20799,17.0
3064,2025-12-20,7pm-7am,6.0,5.0,-1.0,39.9384,-75.17327,22.0
3006,2025-12-08,7pm-7am,4.0,5.0,1.0,39.9522,-75.20311,17.0
3026,2023-01-02,7am-7pm,11.0,16.0,5.0,39.94182,-75.1455,17.0
3162,2023-12-21,7pm-7am,3.0,0.0,-3.0,39.94595,-75.18475,34.0
3280,2024-12-17,7pm-7am,1.0,1.0,0.0,39.93968,-75.21362,18.0
3338,2026-02-25,7am-7pm,9.0,7.0,-2.0,39.95098,-75.23035,21.0
3407,2025-03-20,7am-7pm,2.0,3.0,1.0,39.9785,-75.13911,15.0
3298,2023-07-04,7am-7pm,5.0,6.0,1.0,39.94717,-75.20691,15.0
3447,2026-01-28,7pm-7am,1.0,4.0,3.0,39.95009,-75.14467,25.0
3037,2024-05-25,7pm-7am,2.0,1.0,-1.0,39.95424,-75.16138,21.0
3022,2024-05-07,7am-7pm,47.0,55.0,8.0,39.95472,-75.18323,21.0
3030,2024-04-16,7am-7pm,21.0,21.0,0.0,,,
3233,2023-07-16,7pm-7am,3.0,2.0,-1.0,,,
3253,2024-07-09,7pm-7am,1.0,1.0,0.0,39.93074,-75.18924,21.0
3033,2025-05-09,7am-7pm,9.0,11.0,2.0,39.95005,-75.15672,20.0
3333,2024-04-04,7am-7pm,21.0,20.0,-1.0,39.9541,-75.16965,25.0
3267,2023-04-12,7pm-7am,3.0,4.0,1.0,39.918,-75.1796,12.0
3021,2023-02-24,7am-7pm,19.0,20.0,1.0,39.9539,-75.16902,34.0
3012,2026-03-17,7am-7pm,19.0,19.0,0.0,39.94218,-75.17747,27.0
3258,2025-06-02,7pm-7am,2.0,1.0,-1.0,39.95828,-75.22424,20.0
3261,2023-04-12,7am-7pm,12.0,15.0,3.0,39.96304,-75.14099,17.0
3104,2024-06-30,7pm-7am,1.0,2.0,1.0,39.96664,-75.19209,13.0
3009,2024-08-04,7am-7pm,8.0,14.0,6.0,39.95576,-75.18982,14.0
3098,2025-12-16,7pm-7am,1.0,2.0,1.0,39.93431,-75.16042,19.0
3077,2024-05-24,7am-7pm,7.0,5.0,-2.0,39.97207,-75.16351,19.0
3286,2024-11-07,7am-7pm,12.0,9.0,-3.0,39.96409,-75.14769,22.0
3205,2024-09-24,7am-7pm,26.0,21.0,-5.0,39.95405,-75.16783,22.0
3164,2025-12-28,7am-7pm,1.0,4.0,3.0,39.92814,-75.16515,18.0
3335,2024-06-12,7am-7pm,4.0,0.0,-4.0,40.02237,-75.218,18.0
3124,2023-08-07,7pm-7am,2.0,0.0,-2.0,39.95367,-75.13956,17.0
3119,2026-03-06,7pm-7am,0.0,1.0,1.0,39.96674,-75.20799,17.0
3292,2025-09-06,7am-7pm,7.0,6.0,-1.0,39.92,-75.1562,17.0
3276,2024-05-09,7pm-7am,2.0,5.0,3.0,39.96569,-75.15679,18.0
3315,2025-04-03,7am-7pm,1.0,1.0,0.0,39.94235,-75.21138,13.0
3046,2023-10-04,7am-7pm,28.0,33.0,5.0,,,
3373,2025-06-09,7pm-7am,9.0,4.0,-5.0,39.95817,-75.15668,15.0
3346,2024-12-17,7am-7pm,17.0,23.0,6.0,39.94883,-75.15097,17.0
3336,2025-08-03,7am-7pm,4.0,3.0,-1.0,39.95719,-75.19388,20.0
3119,2023-08-27,7pm-7am,0.0,1.0,1.0,39.96674,-75.20799,17.0
3248,2024-06-24,7am-7pm,13.0,15.0,2.0,39.94213,-75.18335,22.0
3104,2023-03-07,7am-7pm,4.0,3.0,-1.0,39.96664,-75.19209,13.0
3258,2024-11-25,7am-7pm,2.0,5.0,3.0,39.95828,-75.22424,20.0
3032,2024-03-23,7pm-7am,4.0,9.0,5.0,39.94527,-75.17971,20.0
3058,2025-01-29,7pm-7am,1.0,1.0,0.0,,,
3097,2024-08-19,7pm-7am,2.0,1.0,-1.0,39.97888,-75.13339,18.0
3157,2025-08-14,7am-7pm,24.0,29.0,5.0,39.92545,-75.15954,18.0
3077,2025-07-20,7am-7pm,6.0,6.0,0.0,39.97207,-75.16351,19.0
3271,2026-03-20,7am-7pm,1.0,1.0,0.0,39.9476,-75.22946,18.0
3032,2024-12-08,7am-7pm,22.0,20.0,-2.0,39.94527,-75.17971,20.0
3434,2026-01-07,7pm-7am,1.0,0.0,-1.0,39.97487,-75.13286,15.0
3100,2024-12-11,7am-7pm,9.0,9.0,0.0,39.92777,-75.15103,38.0
3241,2025-07-26,7pm-7am,1.0,1.0,0.0,39.95225,-75.22637,20.0
3244,2023-05-19,7am-7pm,28.0,24.0,-4.0,,,
3338,2025-04-25,7pm-7am,0.0,3.0,3.0,39.95098,-75.23035,21.0
3353,2026-03-21,7am-7pm,1.0,2.0,1.0,40.00496,-75.15233,22.0
3057,2023-08-13,7am-7pm,53.0,50.0,-3.0,39.96439,-75.17987,26.0
3067,2024-06-01,7pm-7am,2.0,7.0,5.0,39.96411,-75.19973,17.0
3041,2025-01-19,7pm-7am,1.0,2.0,1.0,39.96849,-75.13546,26.0
3337,2023-09-30,7pm-7am,3.0,2.0,-1.0,39.97318,-75.14612,15.0
3021,2025-11-27,7pm-7am,1.0,1.0,0.0,39.9539,-75.16902,34.0
3359,2025-05-21,7pm-7am,10.0,3.0,-7.0,39.94888,-75.16978,29.0
3357,2025-09-11,7am-7pm,4.0,24.0,20.0,39.9104,-75.16588,27.0
3254,2024-07-01,7am-7pm,7.0,9.0,2.0,39.98091,-75.16065,18.0
3321,2025-05-03,7am-7pm,9.0,11.0,2.0,39.95485,-75.17298,21.0
3200,2023-08-25,7pm-7am,3.0,6.0,3.0,39.97583,-75.16846,17.0
3067,2023-12-21,7pm-7am,2.0,2.0,0.0,39.96411,-75.19973,17.0
3359,2024-07-18,7am-7pm,30.0,37.0,7.0,39.94888,-75.16978,29.0
3341,2024-02-26,7am-7pm,4.0,3.0,-1.0,39.98131,-75.12732,20.0
3150,2023-06-21,7pm-7am,0.0,2.0,2.0,39.92884,-75.17021,17.0
3350,2026-03-19,7am-7pm,1.0,2.0,1.0,39.99415,-75.15527,20.0
3349,2025-08-31,7pm-7am,8.0,7.0,-1.0,39.93651,-75.18621,17.0
3285,2025-08-07,7pm-7am,6.0,2.0,-4.0,39.95946,-75.14745,19.0
3350,2026-01-06,7pm-7am,1.0,0.0,-1.0,39.99415,-75.15527,20.0
3152,2025-10-31,7am-7pm,5.0,3.0,-2.0,39.94993,-75.20286,17.0
3356,2025-05-06,7am-7pm,3.0,4.0,1.0,39.89322,-75.17187,19.0
3086,2024-08-20,7am-7pm,15.0,17.0,2.0,39.94019,-75.16691,21.0
3310,2025-08-22,7am-7pm,2.0,0.0,-2.0,39.98024,-75.18651,15.0
3382,2024-07-12,7pm-7am,9.0,4.0,-5.0,39.95038,-75.17309,11.0
3183,2023-12-05,7pm-7am,1.0,0.0,-1.0,39.88994,-75.17679,20.0
3371,2025-01-19,7pm-7am,1.0,1.0,0.0,39.9534,-75.1543,19.0
3359,2025-12-17,7am-7pm,23.0,26.0,3.0,39.94888,-75.16978,29.0
3086,2023-09-12,7am-7pm,14.0,18.0,4.0,39.94019,-75.16691,21.0
3064,2024-02-11,7am-7pm,9.0,10.0,1.0,39.9384,-75.17327,22.0
3168,2024-05-11,7am-7pm,26.0,29.0,3.0,,,
3261,2024-03-22,7am-7pm,6.0,10.0,4.0,39.96304,-75.14099,17.0
3033,2023-04-09,7am-7pm,5.0,16.0,11.0,39.95005,-75.15672,20.0
3039,2024-06-25,7am-7pm,9.0,8.0,-1.0,39.97157,-75.15993,17.0
3077,2023-10-21,7pm-7am,5.0,4.0,-1.0,39.97207,-75.16351,19.0
3016,2024-11-27,7am-7pm,4.0,5.0,1.0,39.96892,-75.1547,15.0
3065,2024-10-16,7pm-7am,1.0,0.0,-1.0,39.9707,-75.15171,15.0
3154,2025-10-13,7pm-7am,1.0,2.0,1.0,39.95924,-75.15821,16.0
3208,2025-06-27,7pm-7am,7.0,12.0,5.0,39.95048,-75.19324,28.0
3399,2025-07-13,7am-7pm,14.0,12.0,-2.0,39.97502,-75.14006,15.0
3205,2025-01-27,7am-7pm,13.0,9.0,-4.0,39.95405,-75.16783,22.0
3114,2024-06-15,7pm-7am,3.0,3.0,0.0,39.93775,-75.18012,17.0
3252,2024-12-15,7pm-7am,1.0,1.0,0.0,39.93882,-75.19324,14.0
3052,2024-03-16,7am-7pm,9.0,10.0,1.0,39.94732,-75.15695,25.0
3287,2023-03-12,7pm-7am,1.0,0.0,-1.0,39.94367,-75.21606,16.0
3168,2023-09-19,7pm-7am,19.0,11.0,-8.0,,,
3321,2024-02-03,7am-7pm,10.0,10.0,0.0,39.95485,-75.17298,21.0
3313,2023-10-16,7pm-7am,5.0,4.0,-1.0,39.9158,-75.1643,9.0
3029,2026-01-13,7am-7pm,23.0,18.0,-5.0,39.9538,-75.19479,17.0
3365,2025-09-15,7pm-7am,9.0,4.0,-5.0,39.96173,-75.18788,17.0
3119,2024-01-29,7am-7pm,4.0,4.0,0.0,39.96674,-75.20799,17.0
3114,2025-05-03,7am-7pm,22.0,17.0,-5.0,39.93775,-75.18012,17.0
3240,2025-09-12,7pm-7am,1.0,1.0,0.0,39.96277,-75.21185,12.0
3255,2025-10-16,7pm-7am,15.0,12.0,-3.0,39.95095,-75.16438,15.0
3297,2025-05-14,7pm-7am,2.0,4.0,2.0,39.95821,-75.16901,19.0
3385,2025-11-05,7pm-7am,1.0,1.0,0.0,39.94974,-75.15424,15.0
3374,2025-01-17,7am-7pm,9.0,5.0,-4.0,39.9728,-75.17971,18.0
3184,2024-08-22,7am-7pm,9.0,15.0,6.0,39.94573,-75.19551,22.0
3067,2026-01-15,7am-7pm,5.0,1.0,-4.0,39.96411,-75.19973,17.0
3342,2024-06-10,7pm-7am,7.0,5.0,-2.0,39.9639,-75.17385,20.0
3263,2025-06-12,7am-7pm,3.0,4.0,1.0,39.9586,-75.2081,18.0
3295,2025-12-20,7pm-7am,14.0,10.0,-4.0,39.95028,-75.16027,21.0
3348,2023-09-19,7am-7pm,7.0,7.0,0.0,,,
3010,2024-08-08,7am-7pm,34.0,51.0,17.0,39.94711,-75.16618,22.0
3155,2025-09-25,7pm-7am,3.0,2.0,-1.0,39.94018,-75.15442,18.0
3252,2024-04-18,7am-7pm,4.0,10.0,6.0,39.93882,-75.19324,14.0
3067,2025-03-10,7am-7pm,2.0,4.0,2.0,39.96411,-75.19973,17.0
3062,2026-03-22,7am-7pm,10.0,8.0,-2.0,,,
3292,2025-05-14,7am-7pm,7.0,8.0,1.0,39.92,-75.1562,17.0
3037,2026-01-10,7am-7pm,4.0,3.0,-1.0,39.95424,-75.16138,21.0
3310,2026-01-25,7am-7pm,1.0,0.0,-1.0,39.98024,-75.18651,15.0
3251,2023-08-21,7am-7pm,5.0,3.0,-2.0,39.93366,-75.19319,16.0
3182,2024-05-05,7am-7pm,5.0,6.0,1.0,,,
3035,2024-09-06,7pm-7am,2.0,5.0,3.0,39.96271,-75.19419,20.0
3243,2025-06-08,7pm-7am,1.0,2.0,1.0,39.9835,-75.14743,12.0
3041,2024-02-13,7am-7pm,3.0,7.0,4.0,39.96849,-75.13546,26.0
3294,2025-03-02,7pm-7am,1.0,1.0,0.0,39.95174,-75.17063,21.0
3188,2025-01-02,7pm-7am,0.0,1.0,1.0,39.90471,-75.1734,56.0
3449,2026-02-10,7pm-7am,1.0,2.0,1.0,39.94628,-75.15138,21.0
3052,2025-12-28,7pm-7am,1.0,2.0,1.0,39.94732,-75.15695,25.0
3204,2023-06-11,7am-7pm,16.0,10.0,-6.0,39.96437,-75.16582,22.0
3342,2023-08-24,7am-7pm,12.0,4.0,-8.0,39.9639,-75.17385,20.0
3253,2026-01-03,7pm-7am,0.0,1.0,1.0,39.93074,-75.18924,21.0
3102,2025-07-24,7am-7pm,22.0,18.0,-4.0,39.96759,-75.17952,26.0
3328,2023-04-03,7pm-7am,1.0,0.0,-1.0,39.98798,-75.1995,23.0
3258,2025-05-01,7am-7pm,4.0,1.0,-3.0,39.95828,-75.22424,20.0
3246,2024-04-22,7am-7pm,7.0,4.0,-3.0,39.94782,-75.22301,17.0
3423,2025-08-27,7am-7pm,1.0,1.0,0.0,40.02826,-75.21106,15.0
3100,2026-01-09,7am-7pm,13.0,13.0,0.0,39.92777,-75.15103,38.0
3334,2023-06-06,7am-7pm,9.0,4.0,-5.0,39.9302,-75.15636,19.0
3250,2025-12-13,7pm-7am,1.0,0.0,-1.0,39.95673,-75.14575,17.0
3201,2025-01-02,7am-7pm,6.0,8.0,2.0,39.95523,-75.1662,20.0
3088,2024-02-05,7am-7pm,5.0,7.0,2.0,39.96984,-75.1418,35.0
3047,2025-03-27,7am-7pm,9.0,8.0,-1.0,39.95073,-75.14947,20.0
3324,2024-06-15,7pm-7am,3.0,2.0,-1.0,39.99484,-75.19242,23.0
3332,2024-04-16,7am-7pm,2.0,1.0,-1.0,40.00537,-75.18143,12.0
3209,2024-01-05,7pm-7am,2.0,1.0,-1.0,39.949,-75.21278,14.0
3125,2025-06-14,7am-7pm,15.0,17.0,2.0,39.94391,-75.16735,16.0
3073,2023-06-11,7am-7pm,8.0,4.0,-4.0,39.96143,-75.15242,15.0
3313,2024-11-24,7am-7pm,7.0,5.0,-2.0,39.9158,-75.1643,9.0
3261,2025-12-15,7am-7pm,4.0,2.0,-2.0,39.96304,-75.14099,17.0
3037,2023-06-11,7am-7pm,30.0,22.0,-8.0,39.95424,-75.16138,21.0
3053,2023-01-14,7pm-7am,2.0,1.0,-1.0,39.93231,-75.18154,19.0
3411,2026-02-28,7am-7pm,2.0,1.0,-1.0,39.96693,-75.23359,15.0
3057,2023-07-04,7am-7pm,8.0,16.0,8.0,39.96439,-75.17987,26.0
3377,2024-08-14,7am-7pm,7.0,6.0,-1.0,,,
3417,2025-09-30,7am-7pm,3.0,2.0,-1.0,39.99146,-75.14808,15.0
3021,2024-11-14,7am-7pm,24.0,25.0,1.0,39.9539,-75.16902,34.0
3301,2023-10-09,7am-7pm,24.0,26.0,2.0,39.95029,-75.17126,15.0
3049,2024-06-21,7pm-7am,16.0,7.0,-9.0,39.94509,-75.1425,29.0
3210,2023-09-11,7am-7pm,19.0,10.0,-9.0,39.98492,-75.15668,18.0
3007,2023-01-07,7pm-7am,5.0,2.0,-3.0,39.94517,-75.15993,20.0
3301,2024-02-25,7pm-7am,4.0,4.0,0.0,39.95029,-75.17126,15.0
3360,2025-12-06,7am-7pm,10.0,6.0,-4.0,39.93304,-75.16822,22.0
3055,2024-06-27,7pm-7am,4.0,5.0,1.0,39.95112,-75.15457,15.0
3093,2025-09-22,7pm-7am,1.0,0.0,-1.0,39.98837,-75.18701,16.0
3287,2024-05-05,7am-7pm,1.0,1.0,0.0,39.94367,-75.21606,16.0
3101,2024-12-01,7pm-7am,4.0,5.0,1.0,39.94295,-75.15955,18.0
3285,2024-02-16,7pm-7am,0.0,1.0,1.0,39.95946,-75.14745,19.0
3410,2025-07-07,7pm-7am,0.0,1.0,1.0,39.94201,-75.21838,11.0
3029,2023-06-23,7pm-7am,7.0,3.0,-4.0,39.9538,-75.19479,17.0
3063,2023-08-14,7am-7pm,24.0,29.0,5.0,39.94633,-75.1698,25.0
3063,2023-12-18,7pm-7am,5.0,5.0,0.0,39.94633,-75.1698,25.0
3267,2024-11-08,7am-7pm,5.0,7.0,2.0,39.918,-75.1796,12.0
3248,2026-02-24,7am-7pm,3.0,2.0,-1.0,39.94213,-75.18335,22.0
3200,2025-08-01,7am-7pm,8.0,4.0,-4.0,39.97583,-75.16846,17.0
3196,2023-08-05,7am-7pm,4.0,3.0,-1.0,39.98717,-75.17477,17.0
3022,2023-12-08,7pm-7am,8.0,8.0,0.0,39.95472,-75.18323,21.0
3328,2023-07-28,7pm-7am,1.0,0.0,-1.0,39.98798,-75.1995,23.0
3296,2023-07-13,7am-7pm,31.0,40.0,9.0,39.95134,-75.16758,21.0
3078,2025-02-27,7am-7pm,17.0,21.0,4.0,39.95355,-75.17192,18.0
3022,2025-10-24,7pm-7am,7.0,14.0,7.0,39.95472,-75.18323,21.0
3069,2023-05-11,7pm-7am,8.0,10.0,2.0,39.93704,-75.15038,23.0
3286,2024-09-26,7pm-7am,2.0,3.0,1.0,39.96409,-75.14769,22.0
3254,2024-02-01,7am-7pm,2.0,2.0,0.0,39.98091,-75.16065,18.0
3349,2024-12-03,7pm-7am,0.0,3.0,3.0,39.93651,-75.18621,17.0
3118,2023-06-01,7am-7pm,8.0,7.0,-1.0,39.95866,-75.21323,20.0
3263,2025-03-14,7pm-7am,1.0,0.0,-1.0,39.9586,-75.2081,18.0
3333,2024-09-30,7pm-7am,8.0,6.0,-2.0,39.9541,-75.16965,25.0
